530,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work"
531,Art Competitions,"Art Competitions Mixed Music, Compositions For Solo Or Chorus"
532,Fencing,"Fencing Women's epee, Team"
533,Swimming,"Swimming Men's 4,000 metres Freestyle"
534,Swimming,Swimming Men's Underwater Swimming
535,Sailing,Sailing Mixed Skiff
536,Shooting,"Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team"
537,Shooting,"Shooting Men's Running Target, Single And Double Shot"
538,Shooting,"Shooting Men's Small-Bore Rifle, Any Position, 50 metres"
539,Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres"
540,Swimming,Swimming Women's 10 kilometres Open Water
541,Snowboarding,Snowboarding Women's Slopestyle
542,Snowboarding,Snowboarding Men's Giant Slalom
543,Snowboarding,Snowboarding Men's Parallel Giant Slalom
544,Snowboarding,Snowboarding Men's Boardercross
545,Snowboarding,Snowboarding Men's Parallel Slalom
546,Cycling,"Cycling Men's Team Pursuit, 1,980 yards"
547,Cycling,"Cycling Men's 5,000 metres"
548,Cycling,Cycling Men's 100 kilometres
549,Cricket,Cricket Men's Cricket
550,Canoeing,"Canoeing Men's Canadian Singles, 10,000 metres"
551,Cross Country Skiing,Cross Country Skiing Women's Team Sprint
552,Boxing,Boxing Women's Middleweight
553,Sailing,Sailing Men's Skiff
554,Athletics,Athletics Men's Pentathlon
555,Swimming,"Swimming Men's 1,200 metres Freestyle"
556,Shooting,Shooting Women's Skeet
557,Biathlon,Biathlon Men's 15 kilometres Mass Start
558,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon
559,Cycling,Cycling Men's 1/4 mile
560,Cycling,Cycling Men's 1/2 mile
561,Cycling,Cycling Men's 5 mile
562,Cycling,Cycling Men's 25 mile
563,Shooting,"Shooting Men's Small-Bore Rifle, Standing, 50 metres"
564,Shooting,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team"
565,Speed Skating,Speed Skating Men's Team Pursuit (8 laps)
566,Shooting,"Shooting Men's Free Rifle, 1,000 Yards"
567,Cycling,Cycling Women's Team Pursuit
568,Speed Skating,"Speed Skating Women's 5,000 metres"
569,Athletics,"Athletics Men's 3,000 metres Walk"
570,Snowboarding,Snowboarding Women's Boardercross
571,Shooting,"Shooting Mixed Running Target, 50 metres"
572,Luge,Luge Mixed Team Relay
573,Cycling,Cycling Women's Individual Time Trial
574,Fencing,"Fencing Women's Sabre, Individual"
575,Fencing,"Fencing Men's Sabre, Individual, Three Hits"
576,Archery,Archery Women's Double National Round
577,Cycling,Cycling Men's Omnium
578,Equestrianism,Equestrianism Mixed Hacks And Hunter Combined
579,Sailing,Sailing Mixed 10 metres
580,Shooting,"Shooting Men's Trap, Team"
581,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres"
582,Cycling,Cycling Women's Points Race
583,Sailing,Sailing Men's Two Person Keelboat
584,Cycling,Cycling Men's Keirin
585,Cycling,Cycling Men's Team Sprint
586,Athletics,Athletics Men's 5 mile
587,Shooting,"Shooting Men's Running Target, Single Shot, Team"
588,Bobsleigh,Bobsleigh Women's Two
589,Racquets,Racquets Men's Singles
590,Racquets,Racquets Men's Doubles
591,Art Competitions,"Art Competitions Mixed Literature, Lyric Works"
592,Motorboating,Motorboating Mixed A-Class (Open)
593,Archery,Archery Men's Continental Style
594,Military Ski Patrol,Military Ski Patrol Men's Military Ski Patrol
595,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts"
596,Wrestling,"Wrestling Women's Flyweight, Freestyle"
597,Art Competitions,"Art Competitions Mixed Literature, Unknown Event"
598,Sailing,Sailing Mixed 0.5-1 Ton
599,Art Competitions,"Art Competitions Mixed Painting, Applied Arts"
600,Croquet,"Croquet Mixed Singles, One Ball"
601,Croquet,Croquet Mixed Doubles
602,Shooting,"Shooting Men's Running Target, Double Shot, Team"
603,Shooting,"Shooting Men's Free Pistol, 50 yards"
604,Shooting,"Shooting Men's Free Pistol, 50 yards, Team"
605,Fencing,"Fencing Men's epee, Masters and Amateurs, Individual"
606,Swimming,Swimming Men's 10 kilometres Open Water
607,Art Competitions,"Art Competitions Mixed Music, Compositions For Orchestra"
608,Archery,Archery Men's Double York Round
609,Wrestling,"Wrestling Women's Middleweight, Freestyle"
610,Equestrianism,"Equestrianism Men's Vaulting, Individual"
611,Swimming,Swimming Men's 4 x 250 metres Freestyle Relay
612,Freestyle Skiing,Freestyle Skiing Women's Slopestyle
613,Table Tennis,Table Tennis Women's Team
614,Athletics,Athletics Women's Hammer Throw
615,Canoeing,"Canoeing Men's Kayak Singles, 200 metres"
616,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres
617,Shooting,Shooting Women's Double Trap
618,Rowing,Rowing Men's 6-Man Naval Rowing Boats
619,Art Competitions,Art Competitions Mixed Music
620,Shooting,"Shooting Men's Free Rifle, Kneeling, 300 metres"
621,Shooting,"Shooting Men's Free Rifle, Prone, 300 metres"
622,Shooting,"Shooting Men's Free Rifle, Standing, 300 metres"
623,Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres"
624,Athletics,"Athletics Men's 3,200 metres Steeplechase"
625,Rowing,Rowing Women's Coxless Fours
626,Freestyle Skiing,Freestyle Skiing Women's Ski Cross
627,Freestyle Skiing,Freestyle Skiing Men's Ski Cross
628,Tennis,"Tennis Men's Doubles, Covered Courts"
629,Tennis,"Tennis Men's Singles, Covered Courts"
630,Cycling,Cycling Men's 25 kilometres
631,Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual"
632,Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual"
633,Shooting,"Shooting Men's Military Rifle, 200 metres"
634,Short Track Speed Skating,"Short Track Speed Skating Women's 1,500 metres"
635,Athletics,Athletics Men's Standing Triple Jump
636,Rowing,Rowing Men's Coxed Pairs (1 kilometres)
637,Shooting,"Shooting Men's Military Pistol, 30 metres"
638,Cycling,Cycling Women's Keirin
639,Archery,"Archery Men's Au Cordon Dore, 50 metres"
640,Swimming,Swimming Women's 300 metres Freestyle
641,Snowboarding,Snowboarding Women's Giant Slalom
642,Canoeing,"Canoeing Men's Canadian Singles, 200 metres"
643,Sailing,Sailing Mixed 30 metres
644,Athletics,"Athletics Men's 4,000 metres Steeplechase"
645,Athletics,"Athletics Men's 5,000 metres, Team"
646,Snowboarding,Snowboarding Men's Slopestyle
647,Rowing,Rowing Men's Coxed Pairs (1 mile)
648,Art Competitions,Art Competitions Mixed Unknown Event
649,Cycling,Cycling Women's Omnium
650,Freestyle Skiing,Freestyle Skiing Men's Halfpipe
651,Swimming,Swimming Men's 200 metres Obstacle Course
652,Swimming,Swimming Men's 200 metres Team Swimming
653,Sailing,Sailing Mixed 12 foot
654,Art Competitions,"Art Competitions Mixed Music, Instrumental And Chamber"
655,Art Competitions,"Art Competitions Mixed Music, Vocals"
656,Art Competitions,"Art Competitions Mixed Literature, Dramatic Works"
657,Jeu De Paume,Jeu De Paume Men's Singles
658,Sailing,Sailing Mixed 10-20 Ton
659,Cycling,Cycling Men's 1/3 mile
660,Cycling,Cycling Men's 1 mile
661,Cycling,Cycling Men's 2 mile
662,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Plaques"
663,Athletics,"Athletics Men's 1,600 metres Medley Relay"
664,Croquet,"Croquet Mixed Singles, Two Balls"
665,Canoeing,"Canoeing Men's Folding Kayak Doubles, 10 kilometres"
666,Athletics,Athletics Men's 60 metres
667,Snowboarding,Snowboarding Women's Parallel Giant Slalom
668,Sailing,Sailing Mixed 2-3 Ton
669,Speed Skating,Speed Skating Men's Allround
670,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres"
671,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres"
672,Snowboarding,Snowboarding Women's Parallel Slalom
673,Shooting,"Shooting Men's Dueling Pistol, 30 metres, Team"
674,Gymnastics,"Gymnastics Men's Parallel Bars, Teams"
675,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams"
676,Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team"
677,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs"
678,Athletics,"Athletics Men's 1,500 metres Walk"
679,Athletics,"Athletics Men's 3 mile, Team"
680,Art Competitions,"Art Competitions Mixed Sculpturing, Medals"
681,Shooting,"Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres"
682,Equestrianism,"Equestrianism Men's Vaulting, Team"
683,Shooting,"Shooting Men's Free Rifle, Any Position, 300 metres"
684,Shooting,"Shooting Men's Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres"
685,Swimming,Swimming Men's 100 Yard Backstroke
686,Swimming,Swimming Men's 440 Yard Breaststroke
687,Art Competitions,"Art Competitions Mixed Literature, Epic Works"
688,Art Competitions,Art Competitions Mixed Architecture
689,Athletics,"Athletics Men's 3,500 metres Walk"
690,Roque,Roque Men's Singles
691,Gymnastics,Gymnastics Men's Side Horse
692,Alpinism,Alpinism Mixed Alpinism
693,Archery,Archery Men's Double American Round
694,Archery,Archery Men's Team Round
695,Archery,"Archery Men's Target Archery, 33 metres, Individual"
696,Archery,"Archery Men's Target Archery, 50 metres, Individual"
697,Swimming,"Swimming Men's 1,000 metres Freestyle"
698,Athletics,Athletics Men's 10 mile Walk
699,Athletics,"Athletics Men's Discus Throw, Both Hands"
700,Golf,Golf Men's Team
701,Sailing,Sailing Mixed 0-0.5 Ton
702,Sailing,Sailing Mixed 20+ Ton
703,Cycling,Cycling Women's Team Sprint
704,Weightlifting,"Weightlifting Men's Unlimited, Two Hands"
705,Shooting,"Shooting Men's Free Pistol, 25 metres"
706,Shooting,"Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres"
707,Shooting,"Shooting Men's Military Revolver, 20 metres"
708,Shooting,Shooting Men's Dueling Pistol Au Vise 20 metres
709,Shooting,"Shooting Men's Dueling Pistol Au Commandement, 25 metres"
710,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team"
711,Sailing,Sailing Mixed 6.5 metres
712,Athletics,Athletics Men's 200 metres Hurdles
713,Athletics,Athletics Men's 56-pound Weight Throw
714,Equestrianism,Equestrianism Mixed Four-In-Hand Competition
715,Athletics,"Athletics Men's 2,500 metres Steeplechase"
716,Art Competitions,"Art Competitions Mixed Music, Unknown Event"
717,Athletics,Athletics Men's All-Around Championship
718,Archery,"Archery Men's Pole Archery, Small Birds, Individual"
719,Archery,"Archery Men's Pole Archery, Large Birds, Individual"
720,Archery,"Archery Men's Pole Archery, Small Birds, Team"
721,Archery,"Archery Men's Pole Archery, Large Birds, Team"
722,Athletics,"Athletics Men's 2,590 metres Steeplechase"
723,Archery,Archery Women's Double Columbia Round
724,Athletics,"Athletics Men's 4 mile, Team"
725,Figure Skating,Figure Skating Men's Special Figures
726,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres"
727,Swimming,Swimming Men's 50 yard Freestyle
728,Swimming,Swimming Men's 100 yard Freestyle
729,Swimming,Swimming Men's 440 yard Freestyle
730,Basque Pelota,Basque Pelota Men's Two-Man Teams With Cesta
731,Shooting,"Shooting Men's Trap, Single Shot, 16 metres"
732,Shooting,"Shooting Men's Trap, Double Shot, 14 metres"
733,Equestrianism,Equestrianism Mixed Long Jump
734,Canoeing,"Canoeing Men's Folding Kayak Singles, 10 kilometres"
735,Shooting,"Shooting Men's Free Pistol, 30 metres"
736,Shooting,"Shooting Men's Military Pistol, 25 metres"
737,Swimming,Swimming Men's 100 metres Freestyle For Sailors
738,Archery,Archery Men's Sur La Perche a La Herse
739,Sailing,Sailing Mixed 3-10 Ton
740,Gymnastics,"Gymnastics Men's Individual All-Around, 4 Events"
741,Wrestling,"Wrestling Men's Unlimited Class, Greco-Roman"
742,Motorboating,Motorboating Mixed B-Class (Under 60 Feet)
743,Motorboating,Motorboating Mixed C-Class
744,Cycling,"Cycling Men's 10,000 metres"
745,Art Competitions,"Art Competitions Mixed Sculpturing, Reliefs"
746,Shooting,"Shooting Men's Muzzle-Loading Pistol, 25 metres"
747,Equestrianism,Equestrianism Mixed High Jump
748,Archery,Archery Men's Sur La Perche a La Pyramide
749,Fencing,"Fencing Men's Single Sticks, Individual"
750,Gymnastics,Gymnastics Men's Tumbling
751,Shooting,Shooting Men's Unknown Event
752,Sailing,Sailing Mixed 18 foot
753,Archery,Archery Men's Unknown Event
754,Archery,"Archery Men's Au Chapelet, 50 metres"
755,Archery,Archery Men's Championnat Du Monde
756,Archery,Archery Women's Team Round
757,Wrestling,"Wrestling Men's All-Around, Greco-Roman"
758,Cycling,Cycling Men's 12-Hours Race
759,Swimming,Swimming Men's 500 metres Freestyle
760,Weightlifting,Weightlifting Men's All-Around Dumbbell Contest
761,Archery,"Archery Men's Au Chapelet, 33 metres"
762,Archery,"Archery Men's Au Cordon Dore, 33 metres"
763,Archery,"Archery Men's Target Archery, 28 metres, Individual"
764,Aeronautics,Aeronautics Mixed Aeronautics
